onset1	nucleus1	coda1	onset2	nucleus2	coda2	shape	syllable.contact.code	transcription
dl	eɪ	n				TlVC		dleɪn
dl	eɪ	ŋ				TlVC		dleɪŋ
dɹ	eɪ	ŋ				TɹVC		dɹeɪŋ
dl	eɪ	p				TlVC		dleɪp
dl	eɪ	t				TlVC		dleɪt
dɹ	eɪ	t				TɹVC		dɹeɪt
dl	eɪ	k				TlVC		dleɪk
dl	eɪ	s				TlVC		dleɪs
dɹ	eɪ	s				TɹVC		dɹeɪs
dl	oʊ	m				TlVC		dloʊm
dɹ	oʊ	m				TɹVC		dɹoʊm
dl	oʊ	n				TlVC		dloʊn
dl	oʊ	ŋ				TlVC		dloʊŋ
dɹ	oʊ	ŋ				TɹVC		dɹoʊŋ
dl	oʊ	p				TlVC		dloʊp
dɹ	oʊ	p				TɹVC		dɹoʊp
dl	oʊ	t				TlVC		dloʊt
dɹ	oʊ	t				TɹVC		dɹoʊt
dl	oʊ	k				TlVC		dloʊk
dɹ	oʊ	k				TɹVC		dɹoʊk
dl	oʊ	s				TlVC		dloʊs
dɹ	oʊ	s				TɹVC		dɹoʊs
dl	ɑ	m				TlVC		dlɑm
dl	ɑ	n				TlVC		dlɑn
dl	ɑ	ŋ				TlVC		dlɑŋ
dɹ	ɑ	ŋ				TɹVC		dɹɑŋ
dl	ɑ	p				TlVC		dlɑp
dl	ɑ	t				TlVC		dlɑt
dɹ	ɑ	t				TɹVC		dɹɑt
dl	ɑ	k				TlVC		dlɑk
dɹ	ɑ	k				TɹVC		dɹɑk
dl	ɑ	s				TlVC		dlɑs
dɹ	ɑ	s				TɹVC		dɹɑs
dl	aɪ	m				TlVC		dlaɪm
dɹ	aɪ	m				TɹVC		dɹaɪm
dl	aɪ	n				TlVC		dlaɪn
dɹ	aɪ	n				TɹVC		dɹaɪn
dl	aɪ	ŋ				TlVC		dlaɪŋ
dɹ	aɪ	ŋ				TɹVC		dɹaɪŋ
dl	aɪ	p				TlVC		dlaɪp
dɹ	aɪ	p				TɹVC		dɹaɪp
dl	aɪ	t				TlVC		dlaɪt
dl	aɪ	k				TlVC		dlaɪk
dɹ	aɪ	k				TɹVC		dɹaɪk
dl	aɪ	s				TlVC		dlaɪs
dɹ	aɪ	s				TɹVC		dɹaɪs
dl	aʊ	m				TlVC		dlaʊm
dɹ	aʊ	m				TɹVC		dɹaʊm
dl	aʊ	n				TlVC		dlaʊn
dl	aʊ	ŋ				TlVC		dlaʊŋ
dɹ	aʊ	ŋ				TɹVC		dɹaʊŋ
dl	aʊ	p				TlVC		dlaʊp
dɹ	aʊ	p				TɹVC		dɹaʊp
dl	aʊ	t				TlVC		dlaʊt
dl	aʊ	k				TlVC		dlaʊk
dɹ	aʊ	k				TɹVC		dɹaʊk
dl	aʊ	s				TlVC		dlaʊs
dɹ	aʊ	s				TɹVC		dɹaʊs
dl	ɪ	m				TlVC		dlɪm
dɹ	ɪ	m				TɹVC		dɹɪm
dl	ɪ	n				TlVC		dlɪn
dɹ	ɪ	n				TɹVC		dɹɪn
dl	ɪ	ŋ				TlVC		dlɪŋ
dɹ	ɪ	ŋ				TɹVC		dɹɪŋ
dl	ɪ	p				TlVC		dlɪp
dl	ɪ	t				TlVC		dlɪt
dɹ	ɪ	t				TɹVC		dɹɪt
dl	ɪ	k				TlVC		dlɪk
dɹ	ɪ	k				TɹVC		dɹɪk
dl	ɪ	s				TlVC		dlɪs
dɹ	ɪ	s				TɹVC		dɹɪs
dl	ʊ	m				TlVC		dlʊm
dɹ	ʊ	m				TɹVC		dɹʊm
dl	ʊ	n				TlVC		dlʊn
dɹ	ʊ	n				TɹVC		dɹʊn
dl	ʊ	ŋ				TlVC		dlʊŋ
dɹ	ʊ	ŋ				TɹVC		dɹʊŋ
dl	ʊ	p				TlVC		dlʊp
dɹ	ʊ	p				TɹVC		dɹʊp
dl	ʊ	t				TlVC		dlʊt
dɹ	ʊ	t				TɹVC		dɹʊt
dl	ʊ	k				TlVC		dlʊk
dɹ	ʊ	k				TɹVC		dɹʊk
dl	ʊ	s				TlVC		dlʊs
dɹ	ʊ	s				TɹVC		dɹʊs
dl	ɛ	m				TlVC		dlɛm
dɹ	ɛ	m				TɹVC		dɹɛm
dl	ɛ	n				TlVC		dlɛn
dɹ	ɛ	n				TɹVC		dɹɛn
dl	ɛ	ŋ				TlVC		dlɛŋ
dl	ɛ	p				TlVC		dlɛp
dɹ	ɛ	p				TɹVC		dɹɛp
dl	ɛ	t				TlVC		dlɛt
dɹ	ɛ	t				TɹVC		dɹɛt
dl	ɛ	k				TlVC		dlɛk
dɹ	ɛ	k				TɹVC		dɹɛk
dl	ɛ	s				TlVC		dlɛs
dl	æ	m				TlVC		dlæm
dl	æ	n				TlVC		dlæn
dɹ	æ	n				TɹVC		dɹæn
dl	æ	ŋ				TlVC		dlæŋ
dɹ	æ	ŋ				TɹVC		dɹæŋ
dl	æ	p				TlVC		dlæp
dl	æ	t				TlVC		dlæt
dl	æ	k				TlVC		dlæk
dɹ	æ	k				TɹVC		dɹæk
dl	æ	s				TlVC		dlæs
dɹ	æ	s				TɹVC		dɹæs
pm	iː	t				CNVC		pmiːt
mp	iː	t				NCVC		mpiːt
pm	uː	t				CNVC		pmuːt
mp	uː	t				NCVC		mpuːt
pm	eɪ	t				CNVC		pmeɪt
mp	eɪ	t				NCVC		mpeɪt
pm	oʊ	t				CNVC		pmoʊt
mp	oʊ	t				NCVC		mpoʊt
pm	ɑ	t				CNVC		pmɑt
mp	ɑ	t				NCVC		mpɑt
pm	aɪ	t				CNVC		pmaɪt
mp	aɪ	t				NCVC		mpaɪt
pm	aʊ	t				CNVC		pmaʊt
mp	aʊ	t				NCVC		mpaʊt
pm	ɪ	t				CNVC		pmɪt
mp	ɪ	t				NCVC		mpɪt
pm	ʊ	t				CNVC		pmʊt
mp	ʊ	t				NCVC		mpʊt
pm	ɛ	t				CNVC		pmɛt
mp	ɛ	t				NCVC		mpɛt
pm	æ	t				CNVC		pmæt
mp	æ	t				NCVC		mpæt
pn	iː	t				CNVC		pniːt
np	iː	t				NCVC		npiːt
pn	uː	t				CNVC		pnuːt
np	uː	t				NCVC		npuːt
pn	eɪ	t				CNVC		pneɪt
np	eɪ	t				NCVC		npeɪt
pn	oʊ	t				CNVC		pnoʊt
np	oʊ	t				NCVC		npoʊt
pn	ɑ	t				CNVC		pnɑt
np	ɑ	t				NCVC		npɑt
pn	aɪ	t				CNVC		pnaɪt
np	aɪ	t				NCVC		npaɪt
pn	aʊ	t				CNVC		pnaʊt
np	aʊ	t				NCVC		npaʊt
pn	ɪ	t				CNVC		pnɪt
np	ɪ	t				NCVC		npɪt
pn	ʊ	t				CNVC		pnʊt
np	ʊ	t				NCVC		npʊt
pn	ɛ	t				CNVC		pnɛt
np	ɛ	t				NCVC		npɛt
pn	æ	t				CNVC		pnæt
np	æ	t				NCVC		npæt
pm	iː	k				CNVC		pmiːk
mp	iː	k				NCVC		mpiːk
pm	uː	k				CNVC		pmuːk
mp	uː	k				NCVC		mpuːk
pm	eɪ	k				CNVC		pmeɪk
mp	eɪ	k				NCVC		mpeɪk
pm	oʊ	k				CNVC		pmoʊk
mp	oʊ	k				NCVC		mpoʊk
pm	ɑ	k				CNVC		pmɑk
mp	ɑ	k				NCVC		mpɑk
pm	aɪ	k				CNVC		pmaɪk
mp	aɪ	k				NCVC		mpaɪk
pm	aʊ	k				CNVC		pmaʊk
mp	aʊ	k				NCVC		mpaʊk
pm	ɪ	k				CNVC		pmɪk
mp	ɪ	k				NCVC		mpɪk
pm	ʊ	k				CNVC		pmʊk
mp	ʊ	k				NCVC		mpʊk
pm	ɛ	k				CNVC		pmɛk
mp	ɛ	k				NCVC		mpɛk
pm	æ	k				CNVC		pmæk
mp	æ	k				NCVC		mpæk
pn	iː	k				CNVC		pniːk
np	iː	k				NCVC		npiːk
pn	uː	k				CNVC		pnuːk
np	uː	k				NCVC		npuːk
pn	eɪ	k				CNVC		pneɪk
np	eɪ	k				NCVC		npeɪk
pn	oʊ	k				CNVC		pnoʊk
np	oʊ	k				NCVC		npoʊk
pn	ɑ	k				CNVC		pnɑk
np	ɑ	k				NCVC		npɑk
pn	aɪ	k				CNVC		pnaɪk
np	aɪ	k				NCVC		npaɪk
pn	aʊ	k				CNVC		pnaʊk
np	aʊ	k				NCVC		npaʊk
pn	ɪ	k				CNVC		pnɪk
np	ɪ	k				NCVC		npɪk
pn	ʊ	k				CNVC		pnʊk
np	ʊ	k				NCVC		npʊk
pn	ɛ	k				CNVC		pnɛk
np	ɛ	k				NCVC		npɛk
pn	æ	k				CNVC		pnæk
np	æ	k				NCVC		npæk
tm	iː	p				CNVC		tmiːp
mt	iː	p				NCVC		mtiːp
tm	uː	p				CNVC		tmuːp
mt	uː	p				NCVC		mtuːp
tm	eɪ	p				CNVC		tmeɪp
mt	eɪ	p				NCVC		mteɪp
tm	oʊ	p				CNVC		tmoʊp
mt	oʊ	p				NCVC		mtoʊp
tm	ɑ	p				CNVC		tmɑp
mt	ɑ	p				NCVC		mtɑp
tm	aɪ	p				CNVC		tmaɪp
mt	aɪ	p				NCVC		mtaɪp
tm	aʊ	p				CNVC		tmaʊp
mt	aʊ	p				NCVC		mtaʊp
tm	ɪ	p				CNVC		tmɪp
mt	ɪ	p				NCVC		mtɪp
tm	ʊ	p				CNVC		tmʊp
mt	ʊ	p				NCVC		mtʊp
tm	ɛ	p				CNVC		tmɛp
mt	ɛ	p				NCVC		mtɛp
tm	æ	p				CNVC		tmæp
mt	æ	p				NCVC		mtæp
tn	iː	p				CNVC		tniːp
nt	iː	p				NCVC		ntiːp
tn	uː	p				CNVC		tnuːp
nt	uː	p				NCVC		ntuːp
tn	eɪ	p				CNVC		tneɪp
nt	eɪ	p				NCVC		nteɪp
tn	oʊ	p				CNVC		tnoʊp
nt	oʊ	p				NCVC		ntoʊp
tn	ɑ	p				CNVC		tnɑp
nt	ɑ	p				NCVC		ntɑp
tn	aɪ	p				CNVC		tnaɪp
nt	aɪ	p				NCVC		ntaɪp
tn	aʊ	p				CNVC		tnaʊp
nt	aʊ	p				NCVC		ntaʊp
tn	ɪ	p				CNVC		tnɪp
nt	ɪ	p				NCVC		ntɪp
tn	ʊ	p				CNVC		tnʊp
nt	ʊ	p				NCVC		ntʊp
tn	ɛ	p				CNVC		tnɛp
nt	ɛ	p				NCVC		ntɛp
tn	æ	p				CNVC		tnæp
nt	æ	p				NCVC		ntæp
tm	iː	k				CNVC		tmiːk
mt	iː	k				NCVC		mtiːk
tm	uː	k				CNVC		tmuːk
mt	uː	k				NCVC		mtuːk
tm	eɪ	k				CNVC		tmeɪk
mt	eɪ	k				NCVC		mteɪk
tm	oʊ	k				CNVC		tmoʊk
mt	oʊ	k				NCVC		mtoʊk
tm	ɑ	k				CNVC		tmɑk
mt	ɑ	k				NCVC		mtɑk
tm	aɪ	k				CNVC		tmaɪk
mt	aɪ	k				NCVC		mtaɪk
tm	aʊ	k				CNVC		tmaʊk
mt	aʊ	k				NCVC		mtaʊk
tm	ɪ	k				CNVC		tmɪk
mt	ɪ	k				NCVC		mtɪk
tm	ʊ	k				CNVC		tmʊk
mt	ʊ	k				NCVC		mtʊk
tm	ɛ	k				CNVC		tmɛk
mt	ɛ	k				NCVC		mtɛk
tm	æ	k				CNVC		tmæk
mt	æ	k				NCVC		mtæk
tn	iː	k				CNVC		tniːk
nt	iː	k				NCVC		ntiːk
tn	uː	k				CNVC		tnuːk
nt	uː	k				NCVC		ntuːk
tn	eɪ	k				CNVC		tneɪk
nt	eɪ	k				NCVC		nteɪk
tn	oʊ	k				CNVC		tnoʊk
nt	oʊ	k				NCVC		ntoʊk
tn	ɑ	k				CNVC		tnɑk
nt	ɑ	k				NCVC		ntɑk
tn	aɪ	k				CNVC		tnaɪk
nt	aɪ	k				NCVC		ntaɪk
tn	aʊ	k				CNVC		tnaʊk
nt	aʊ	k				NCVC		ntaʊk
tn	ɪ	k				CNVC		tnɪk
nt	ɪ	k				NCVC		ntɪk
tn	ʊ	k				CNVC		tnʊk
nt	ʊ	k				NCVC		ntʊk
tn	ɛ	k				CNVC		tnɛk
nt	ɛ	k				NCVC		ntɛk
tn	æ	k				CNVC		tnæk
nt	æ	k				NCVC		ntæk
km	iː	p				CNVC		kmiːp
mk	iː	p				NCVC		mkiːp
km	uː	p				CNVC		kmuːp
mk	uː	p				NCVC		mkuːp
km	eɪ	p				CNVC		kmeɪp
mk	eɪ	p				NCVC		mkeɪp
km	oʊ	p				CNVC		kmoʊp
mk	oʊ	p				NCVC		mkoʊp
km	ɑ	p				CNVC		kmɑp
mk	ɑ	p				NCVC		mkɑp
km	aɪ	p				CNVC		kmaɪp
mk	aɪ	p				NCVC		mkaɪp
km	aʊ	p				CNVC		kmaʊp
mk	aʊ	p				NCVC		mkaʊp
km	ɪ	p				CNVC		kmɪp
mk	ɪ	p				NCVC		mkɪp
km	ʊ	p				CNVC		kmʊp
mk	ʊ	p				NCVC		mkʊp
km	ɛ	p				CNVC		kmɛp
mk	ɛ	p				NCVC		mkɛp
km	æ	p				CNVC		kmæp
mk	æ	p				NCVC		mkæp
kn	iː	p				CNVC		kniːp
nk	iː	p				NCVC		nkiːp
kn	uː	p				CNVC		knuːp
nk	uː	p				NCVC		nkuːp
kn	eɪ	p				CNVC		kneɪp
nk	eɪ	p				NCVC		nkeɪp
kn	oʊ	p				CNVC		knoʊp
nk	oʊ	p				NCVC		nkoʊp
kn	ɑ	p				CNVC		knɑp
nk	ɑ	p				NCVC		nkɑp
kn	aɪ	p				CNVC		knaɪp
nk	aɪ	p				NCVC		nkaɪp
kn	aʊ	p				CNVC		knaʊp
nk	aʊ	p				NCVC		nkaʊp
kn	ɪ	p				CNVC		knɪp
nk	ɪ	p				NCVC		nkɪp
kn	ʊ	p				CNVC		knʊp
nk	ʊ	p				NCVC		nkʊp
kn	ɛ	p				CNVC		knɛp
nk	ɛ	p				NCVC		nkɛp
kn	æ	p				CNVC		knæp
nk	æ	p				NCVC		nkæp
km	iː	t				CNVC		kmiːt
mk	iː	t				NCVC		mkiːt
km	uː	t				CNVC		kmuːt
mk	uː	t				NCVC		mkuːt
km	eɪ	t				CNVC		kmeɪt
mk	eɪ	t				NCVC		mkeɪt
km	oʊ	t				CNVC		kmoʊt
mk	oʊ	t				NCVC		mkoʊt
km	ɑ	t				CNVC		kmɑt
mk	ɑ	t				NCVC		mkɑt
km	aɪ	t				CNVC		kmaɪt
mk	aɪ	t				NCVC		mkaɪt
km	aʊ	t				CNVC		kmaʊt
mk	aʊ	t				NCVC		mkaʊt
km	ɪ	t				CNVC		kmɪt
mk	ɪ	t				NCVC		mkɪt
km	ʊ	t				CNVC		kmʊt
mk	ʊ	t				NCVC		mkʊt
km	ɛ	t				CNVC		kmɛt
mk	ɛ	t				NCVC		mkɛt
km	æ	t				CNVC		kmæt
mk	æ	t				NCVC		mkæt
kn	iː	t				CNVC		kniːt
nk	iː	t				NCVC		nkiːt
kn	uː	t				CNVC		knuːt
nk	uː	t				NCVC		nkuːt
kn	eɪ	t				CNVC		kneɪt
nk	eɪ	t				NCVC		nkeɪt
kn	oʊ	t				CNVC		knoʊt
nk	oʊ	t				NCVC		nkoʊt
kn	ɑ	t				CNVC		knɑt
nk	ɑ	t				NCVC		nkɑt
kn	aɪ	t				CNVC		knaɪt
nk	aɪ	t				NCVC		nkaɪt
kn	aʊ	t				CNVC		knaʊt
nk	aʊ	t				NCVC		nkaʊt
kn	ɪ	t				CNVC		knɪt
nk	ɪ	t				NCVC		nkɪt
kn	ʊ	t				CNVC		knʊt
nk	ʊ	t				NCVC		nkʊt
kn	ɛ	t				CNVC		knɛt
nk	ɛ	t				NCVC		nkɛt
kn	æ	t				CNVC		knæt
nk	æ	t				NCVC		nkæt
bm	iː	p				CNVC		bmiːp
mb	iː	p				NCVC		mbiːp
bm	uː	p				CNVC		bmuːp
mb	uː	p				NCVC		mbuːp
bm	eɪ	p				CNVC		bmeɪp
mb	eɪ	p				NCVC		mbeɪp
bm	oʊ	p				CNVC		bmoʊp
mb	oʊ	p				NCVC		mboʊp
bm	ɑ	p				CNVC		bmɑp
mb	ɑ	p				NCVC		mbɑp
bm	aɪ	p				CNVC		bmaɪp
mb	aɪ	p				NCVC		mbaɪp
bm	aʊ	p				CNVC		bmaʊp
mb	aʊ	p				NCVC		mbaʊp
bm	ɪ	p				CNVC		bmɪp
mb	ɪ	p				NCVC		mbɪp
bm	ʊ	p				CNVC		bmʊp
mb	ʊ	p				NCVC		mbʊp
bm	ɛ	p				CNVC		bmɛp
mb	ɛ	p				NCVC		mbɛp
bm	æ	p				CNVC		bmæp
mb	æ	p				NCVC		mbæp
bn	iː	p				CNVC		bniːp
nb	iː	p				NCVC		nbiːp
bn	uː	p				CNVC		bnuːp
nb	uː	p				NCVC		nbuːp
bn	eɪ	p				CNVC		bneɪp
nb	eɪ	p				NCVC		nbeɪp
bn	oʊ	p				CNVC		bnoʊp
nb	oʊ	p				NCVC		nboʊp
bn	ɑ	p				CNVC		bnɑp
nb	ɑ	p				NCVC		nbɑp
bn	aɪ	p				CNVC		bnaɪp
nb	aɪ	p				NCVC		nbaɪp
bn	aʊ	p				CNVC		bnaʊp
nb	aʊ	p				NCVC		nbaʊp
bn	ɪ	p				CNVC		bnɪp
nb	ɪ	p				NCVC		nbɪp
bn	ʊ	p				CNVC		bnʊp
nb	ʊ	p				NCVC		nbʊp
bn	ɛ	p				CNVC		bnɛp
nb	ɛ	p				NCVC		nbɛp
bn	æ	p				CNVC		bnæp
nb	æ	p				NCVC		nbæp
bm	iː	t				CNVC		bmiːt
mb	iː	t				NCVC		mbiːt
bm	uː	t				CNVC		bmuːt
mb	uː	t				NCVC		mbuːt
bm	eɪ	t				CNVC		bmeɪt
mb	eɪ	t				NCVC		mbeɪt
bm	oʊ	t				CNVC		bmoʊt
mb	oʊ	t				NCVC		mboʊt
bm	ɑ	t				CNVC		bmɑt
mb	ɑ	t				NCVC		mbɑt
bm	aɪ	t				CNVC		bmaɪt
mb	aɪ	t				NCVC		mbaɪt
bm	aʊ	t				CNVC		bmaʊt
mb	aʊ	t				NCVC		mbaʊt
bm	ɪ	t				CNVC		bmɪt
mb	ɪ	t				NCVC		mbɪt
bm	ʊ	t				CNVC		bmʊt
mb	ʊ	t				NCVC		mbʊt
bm	ɛ	t				CNVC		bmɛt
mb	ɛ	t				NCVC		mbɛt
bm	æ	t				CNVC		bmæt
mb	æ	t				NCVC		mbæt
bn	iː	t				CNVC		bniːt
nb	iː	t				NCVC		nbiːt
bn	uː	t				CNVC		bnuːt
nb	uː	t				NCVC		nbuːt
bn	eɪ	t				CNVC		bneɪt
nb	eɪ	t				NCVC		nbeɪt
bn	oʊ	t				CNVC		bnoʊt
nb	oʊ	t				NCVC		nboʊt
bn	ɑ	t				CNVC		bnɑt
nb	ɑ	t				NCVC		nbɑt
bn	aɪ	t				CNVC		bnaɪt
nb	aɪ	t				NCVC		nbaɪt
bn	aʊ	t				CNVC		bnaʊt
nb	aʊ	t				NCVC		nbaʊt
bn	ɪ	t				CNVC		bnɪt
nb	ɪ	t				NCVC		nbɪt
bn	ʊ	t				CNVC		bnʊt
nb	ʊ	t				NCVC		nbʊt
bn	ɛ	t				CNVC		bnɛt
nb	ɛ	t				NCVC		nbɛt
bn	æ	t				CNVC		bnæt
nb	æ	t				NCVC		nbæt
bm	iː	k				CNVC		bmiːk
mb	iː	k				NCVC		mbiːk
bm	uː	k				CNVC		bmuːk
mb	uː	k				NCVC		mbuːk
bm	eɪ	k				CNVC		bmeɪk
mb	eɪ	k				NCVC		mbeɪk
bm	oʊ	k				CNVC		bmoʊk
mb	oʊ	k				NCVC		mboʊk
bm	ɑ	k				CNVC		bmɑk
mb	ɑ	k				NCVC		mbɑk
bm	aɪ	k				CNVC		bmaɪk
mb	aɪ	k				NCVC		mbaɪk
bm	aʊ	k				CNVC		bmaʊk
mb	aʊ	k				NCVC		mbaʊk
bm	ɪ	k				CNVC		bmɪk
mb	ɪ	k				NCVC		mbɪk
bm	ʊ	k				CNVC		bmʊk
mb	ʊ	k				NCVC		mbʊk
bm	ɛ	k				CNVC		bmɛk
mb	ɛ	k				NCVC		mbɛk
bm	æ	k				CNVC		bmæk
mb	æ	k				NCVC		mbæk
bn	iː	k				CNVC		bniːk
nb	iː	k				NCVC		nbiːk
bn	uː	k				CNVC		bnuːk
nb	uː	k				NCVC		nbuːk
bn	eɪ	k				CNVC		bneɪk
nb	eɪ	k				NCVC		nbeɪk
bn	oʊ	k				CNVC		bnoʊk
nb	oʊ	k				NCVC		nboʊk
bn	ɑ	k				CNVC		bnɑk
nb	ɑ	k				NCVC		nbɑk
bn	aɪ	k				CNVC		bnaɪk
nb	aɪ	k				NCVC		nbaɪk
bn	aʊ	k				CNVC		bnaʊk
nb	aʊ	k				NCVC		nbaʊk
bn	ɪ	k				CNVC		bnɪk
nb	ɪ	k				NCVC		nbɪk
bn	ʊ	k				CNVC		bnʊk
nb	ʊ	k				NCVC		nbʊk
bn	ɛ	k				CNVC		bnɛk
nb	ɛ	k				NCVC		nbɛk
bn	æ	k				CNVC		bnæk
nb	æ	k				NCVC		nbæk
dm	iː	p				CNVC		dmiːp
md	iː	p				NCVC		mdiːp
dm	uː	p				CNVC		dmuːp
md	uː	p				NCVC		mduːp
dm	eɪ	p				CNVC		dmeɪp
md	eɪ	p				NCVC		mdeɪp
dm	oʊ	p				CNVC		dmoʊp
md	oʊ	p				NCVC		mdoʊp
dm	ɑ	p				CNVC		dmɑp
md	ɑ	p				NCVC		mdɑp
dm	aɪ	p				CNVC		dmaɪp
md	aɪ	p				NCVC		mdaɪp
dm	aʊ	p				CNVC		dmaʊp
md	aʊ	p				NCVC		mdaʊp
dm	ɪ	p				CNVC		dmɪp
md	ɪ	p				NCVC		mdɪp
dm	ʊ	p				CNVC		dmʊp
md	ʊ	p				NCVC		mdʊp
dm	ɛ	p				CNVC		dmɛp
md	ɛ	p				NCVC		mdɛp
dm	æ	p				CNVC		dmæp
md	æ	p				NCVC		mdæp
dn	iː	p				CNVC		dniːp
nd	iː	p				NCVC		ndiːp
dn	uː	p				CNVC		dnuːp
nd	uː	p				NCVC		nduːp
dn	eɪ	p				CNVC		dneɪp
nd	eɪ	p				NCVC		ndeɪp
dn	oʊ	p				CNVC		dnoʊp
nd	oʊ	p				NCVC		ndoʊp
dn	ɑ	p				CNVC		dnɑp
nd	ɑ	p				NCVC		ndɑp
dn	aɪ	p				CNVC		dnaɪp
nd	aɪ	p				NCVC		ndaɪp
dn	aʊ	p				CNVC		dnaʊp
nd	aʊ	p				NCVC		ndaʊp
dn	ɪ	p				CNVC		dnɪp
nd	ɪ	p				NCVC		ndɪp
dn	ʊ	p				CNVC		dnʊp
nd	ʊ	p				NCVC		ndʊp
dn	ɛ	p				CNVC		dnɛp
nd	ɛ	p				NCVC		ndɛp
dn	æ	p				CNVC		dnæp
nd	æ	p				NCVC		ndæp
dm	iː	t				CNVC		dmiːt
md	iː	t				NCVC		mdiːt
dm	uː	t				CNVC		dmuːt
md	uː	t				NCVC		mduːt
dm	eɪ	t				CNVC		dmeɪt
md	eɪ	t				NCVC		mdeɪt
dm	oʊ	t				CNVC		dmoʊt
md	oʊ	t				NCVC		mdoʊt
dm	ɑ	t				CNVC		dmɑt
md	ɑ	t				NCVC		mdɑt
dm	aɪ	t				CNVC		dmaɪt
md	aɪ	t				NCVC		mdaɪt
dm	aʊ	t				CNVC		dmaʊt
md	aʊ	t				NCVC		mdaʊt
dm	ɪ	t				CNVC		dmɪt
md	ɪ	t				NCVC		mdɪt
dm	ʊ	t				CNVC		dmʊt
md	ʊ	t				NCVC		mdʊt
dm	ɛ	t				CNVC		dmɛt
md	ɛ	t				NCVC		mdɛt
dm	æ	t				CNVC		dmæt
md	æ	t				NCVC		mdæt
dn	iː	t				CNVC		dniːt
nd	iː	t				NCVC		ndiːt
dn	uː	t				CNVC		dnuːt
nd	uː	t				NCVC		nduːt
dn	eɪ	t				CNVC		dneɪt
nd	eɪ	t				NCVC		ndeɪt
dn	oʊ	t				CNVC		dnoʊt
nd	oʊ	t				NCVC		ndoʊt
dn	ɑ	t				CNVC		dnɑt
nd	ɑ	t				NCVC		ndɑt
dn	aɪ	t				CNVC		dnaɪt
nd	aɪ	t				NCVC		ndaɪt
dn	aʊ	t				CNVC		dnaʊt
nd	aʊ	t				NCVC		ndaʊt
dn	ɪ	t				CNVC		dnɪt
nd	ɪ	t				NCVC		ndɪt
dn	ʊ	t				CNVC		dnʊt
nd	ʊ	t				NCVC		ndʊt
dn	ɛ	t				CNVC		dnɛt
nd	ɛ	t				NCVC		ndɛt
dn	æ	t				CNVC		dnæt
nd	æ	t				NCVC		ndæt
dm	iː	k				CNVC		dmiːk
md	iː	k				NCVC		mdiːk
dm	uː	k				CNVC		dmuːk
md	uː	k				NCVC		mduːk
dm	eɪ	k				CNVC		dmeɪk
md	eɪ	k				NCVC		mdeɪk
dm	oʊ	k				CNVC		dmoʊk
md	oʊ	k				NCVC		mdoʊk
dm	ɑ	k				CNVC		dmɑk
md	ɑ	k				NCVC		mdɑk
dm	aɪ	k				CNVC		dmaɪk
md	aɪ	k				NCVC		mdaɪk
dm	aʊ	k				CNVC		dmaʊk
md	aʊ	k				NCVC		mdaʊk
dm	ɪ	k				CNVC		dmɪk
md	ɪ	k				NCVC		mdɪk
dm	ʊ	k				CNVC		dmʊk
md	ʊ	k				NCVC		mdʊk
dm	ɛ	k				CNVC		dmɛk
md	ɛ	k				NCVC		mdɛk
dm	æ	k				CNVC		dmæk
md	æ	k				NCVC		mdæk
dn	iː	k				CNVC		dniːk
nd	iː	k				NCVC		ndiːk
dn	uː	k				CNVC		dnuːk
nd	uː	k				NCVC		nduːk
dn	eɪ	k				CNVC		dneɪk
nd	eɪ	k				NCVC		ndeɪk
dn	oʊ	k				CNVC		dnoʊk
nd	oʊ	k				NCVC		ndoʊk
dn	ɑ	k				CNVC		dnɑk
nd	ɑ	k				NCVC		ndɑk
dn	aɪ	k				CNVC		dnaɪk
nd	aɪ	k				NCVC		ndaɪk
dn	aʊ	k				CNVC		dnaʊk
nd	aʊ	k				NCVC		ndaʊk
dn	ɪ	k				CNVC		dnɪk
nd	ɪ	k				NCVC		ndɪk
dn	ʊ	k				CNVC		dnʊk
nd	ʊ	k				NCVC		ndʊk
dn	ɛ	k				CNVC		dnɛk
nd	ɛ	k				NCVC		ndɛk
dn	æ	k				CNVC		dnæk
nd	æ	k				NCVC		ndæk
gm	iː	p				CNVC		gmiːp
mg	iː	p				NCVC		mgiːp
gm	uː	p				CNVC		gmuːp
mg	uː	p				NCVC		mguːp
gm	eɪ	p				CNVC		gmeɪp
mg	eɪ	p				NCVC		mgeɪp
gm	oʊ	p				CNVC		gmoʊp
mg	oʊ	p				NCVC		mgoʊp
gm	ɑ	p				CNVC		gmɑp
mg	ɑ	p				NCVC		mgɑp
gm	aɪ	p				CNVC		gmaɪp
mg	aɪ	p				NCVC		mgaɪp
gm	aʊ	p				CNVC		gmaʊp
mg	aʊ	p				NCVC		mgaʊp
gm	ɪ	p				CNVC		gmɪp
mg	ɪ	p				NCVC		mgɪp
gm	ʊ	p				CNVC		gmʊp
mg	ʊ	p				NCVC		mgʊp
gm	ɛ	p				CNVC		gmɛp
mg	ɛ	p				NCVC		mgɛp
gm	æ	p				CNVC		gmæp
mg	æ	p				NCVC		mgæp
gn	iː	p				CNVC		gniːp
ng	iː	p				NCVC		ngiːp
gn	uː	p				CNVC		gnuːp
ng	uː	p				NCVC		nguːp
gn	eɪ	p				CNVC		gneɪp
ng	eɪ	p				NCVC		ngeɪp
gn	oʊ	p				CNVC		gnoʊp
ng	oʊ	p				NCVC		ngoʊp
